conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,case_folding,normalized_text,skor,label
1906130375019221155,2025-03-30T12:55:00.000Z,3,@Divpropam @seeksixsuck Coba polisi yg gak taat aturan langsung pecat2in aja kenapa sih. Kan lumayan tuh bisa efisiensi anggaran.,1906329311591952510,,Divpropam,in,,0,0,0,https://x.com/AlfarizRaffasya/status/1906329311591952510,1603943598772232192,AlfarizRaffasya,Coba polisi yg gak taat aturan langsung pecat in aja kenapa sih Kan lumayan tuh bisa efisiensi anggaran,coba polisi yg gak taat aturan langsung pecat in aja kenapa sih kan lumayan tuh bisa efisiensi anggaran,coba polisi yang tidak taat aturan langsung pecat dalam saja kenapa sih kan cukup itu bisa efisiensi anggaran,-21,negatif
1905764137344663598,2025-03-30T12:21:51.000Z,4,"@yaniarsim @prabowo PAK IZIN PAK, UNTUK SOLUSI KEUANGAN NEGARA INI sepertinya EFISIENSI ANGGARAN bukan solusi karena akan berdampat ke MASYARAKAT secara langsung dalam bentuk kerugian🙏🏻 Tapi jika UU PERAMPASAN ASET ini DISAHKAN AKAN MENJADI SOLUSI untuk MEMINIMALISIR KERUGIAN karena ULAH KORUPTOR🫶🏻",1906320971239407707,,yaniarsim,in,,0,0,0,https://x.com/tias_siswanti/status/1906320971239407707,4586121074,tias_siswanti,PAK IZIN PAK UNTUK SOLUSI KEUANGAN NEGARA INI sepertinya EFISIENSI ANGGARAN bukan solusi karena akan berdampat ke MASYARAKAT secara langsung dalam bentuk kerugian Tapi jika UU PERAMPASAN ASET ini DISAHKAN AKAN MENJADI SOLUSI untuk MEMINIMALISIR KERUGIAN karena ULAH KORUPTOR,pak izin pak untuk solusi keuangan negara ini sepertinya efisiensi anggaran bukan solusi karena akan berdampat ke masyarakat secara langsung dalam bentuk kerugian tapi jika uu perampasan aset ini disahkan akan menjadi solusi untuk meminimalisir kerugian karena ulah koruptor,pak izin pak untuk solusi keuangan negara ini sepertinya efisiensi anggaran bukan solusi karena akan berdampat ke masyarakat secara langsung dalam bentuk kerugian tetapi jika UU perampasan aset ini disahkan akan menjadi solusi untuk meminimalisir kerugian karena ulah koruptor,-9,negatif
1906255996043051081,2025-03-30T08:03:40.000Z,9,"Tandingan demo #TolakRevisiUUTNI #TolakRUUTNI
dengan efisiensi anggaran... 

https://t.co/eV8TWUsPSU",1906255996043051081,https://pbs.twimg.com/ext_tw_video_thumb/1906223265259085824/pu/img/u0CqhcH8R9NRsvLv.jpg,,in,,1,5,6,https://x.com/TaliUdeng/status/1906255996043051081,272817152,TaliUdeng,Tandingan demo dengan efisiensi anggaran,tandingan demo dengan efisiensi anggaran,tandingan demo dengan efisiensi anggaran,-3,negatif
1905966516065157599,2025-03-30T05:22:32.000Z,0,"@NenkMonica @DediMulyadi71 Eh PEMERINTAH SKRG KERJA GA PAKE KERTAS KARENA LAGI EFISIENSI ANGGARAN. ADA APLIKASI NAMANYA SRIKANDI BUATAN ANRI.

TOLOOOOLLLL PADA LUU ADU DOMBA AJA BUZZER",1906215446828949835,,duitrakjat,in,,0,0,0,https://x.com/duitrakjat/status/1906215446828949835,1069593095786778624,duitrakjat,Eh PEMERINTAH SKRG KERJA GA PAKE KERTAS KARENA LAGI EFISIENSI ANGGARAN ADA APLIKASI NAMANYA SRIKANDI BUATAN ANRI TOLOOOOLLLL PADA LUU ADU DOMBA AJA BUZZER,eh pemerintah skrg kerja ga pake kertas karena lagi efisiensi anggaran ada aplikasi namanya srikandi buatan anri toloooollll pada luu adu domba aja buzzer,eh pemerintah sekarang kerja tidak pakai kertas karena lagi efisiensi anggaran ada aplikasi namanya srikandi buat anri toloooollll pada luu adu domba saja buzzer,-27,negatif
1906075105698120015,2025-03-30T03:36:16.000Z,6,"@adith_wp Selain developer, regulator juga perlu ditekan.

Mereka yang dengan gilanya menggunakan AI saat kampanye dan bahkan dengan kata 'efisiensi anggaran', K/L menggunakan AI-generated padahal biasanya membayar artist. Udah gitu, hasilnya jelek dan tidak terlihat normal 🗿",1906188700930732316,,adith_wp,in,,0,0,0,https://x.com/wibowo_choir/status/1906188700930732316,1439092285770113027,wibowo_choir,Selain developer regulator juga perlu ditekan Mereka yang dengan gilanya menggunakan AI saat kampanye dan bahkan dengan kata efisiensi anggaran K L menggunakan AI generated padahal biasanya membayar artist Udah gitu hasilnya jelek dan tidak terlihat normal,selain developer regulator juga perlu ditekan mereka yang dengan gilanya menggunakan ai saat kampanye dan bahkan dengan kata efisiensi anggaran k l menggunakan ai generated padahal biasanya membayar artist udah gitu hasilnya jelek dan tidak terlihat normal,selain developer regulator juga perlu ditekan mereka yang dengan gilanya menggunakan kecerdasan buatan saat kampanye dan bahkan dengan kata efisiensi anggaran k l menggunakan kecerdasan buatan generated padahal biasanya membayar artist sudah begitu hasilnya jelek dan tidak terlihat normal,-9,negatif
1905652046625472800,2025-03-30T02:52:48.000Z,14,"@alemtimes @urgurltasya Megathrust mengintai tapi anggaran BMKG kena efisiensi. Di sisi lain ada muncul anggaran untuk buzzer sampe 100 M. Udah bener jangan bundir, ntar juga dibunuh rezim.",1906177761548407016,,cryawan,in,,0,1,1,https://x.com/dizzy_xxiv/status/1906177761548407016,1881863188800765953,dizzy_xxiv,Megathrust mengintai tapi anggaran BMKG kena efisiensi Di sisi lain ada muncul anggaran untuk buzzer sampe M Udah bener jangan bundir ntar juga dibunuh rezim,megathrust mengintai tapi anggaran bmkg kena efisiensi di sisi lain ada muncul anggaran untuk buzzer sampe m udah bener jangan bundir ntar juga dibunuh rezim,megathrust mengintai tetapi anggaran bmkg kena efisiensi di sisi lain ada muncul anggaran untuk buzzer sampai m sudah benar jangan bundir nanti juga dibunuh rezim,-28,negatif
1906175517386010729,2025-03-30T02:43:53.000Z,133,"Covid pekerjaan pembangunan masih jalan. Anggaran ga kena potong. Yg hilang cuma perjadin itupun dialihkan ke kegiatan lain bkn dipotong. 
Efisiensi skrg yg menderita ya vendor yg pekerjaan utamanya dari APBN. Hbislah. PNS pusat gaji &amp; tunkin msh utuh yg hilang ya honor2",1906175517386010729,,,in,,2,3,41,https://x.com/ileristi/status/1906175517386010729,1624313473512648705,ileristi,Covid pekerjaan pembangunan masih jalan Anggaran ga kena potong Yg hilang cuma perjadin itupun dialihkan ke kegiatan lain bkn dipotong Efisiensi skrg yg menderita ya vendor yg pekerjaan utamanya dari APBN Hbislah PNS pusat gaji amp tunkin msh utuh yg hilang ya honor,covid pekerjaan pembangunan masih jalan anggaran ga kena potong yg hilang cuma perjadin itupun dialihkan ke kegiatan lain bkn dipotong efisiensi skrg yg menderita ya vendor yg pekerjaan utamanya dari apbn hbislah pns pusat gaji amp tunkin msh utuh yg hilang ya honor,covid pekerjaan pembangunan masih jalan anggaran tidak kena potong yang hilang cuma perjadin itupun dialihkan ke kegiatan lain bukan dipotong efisiensi sekarang yang menderita ya vendor yang pekerjaan utamanya dari apbn hbislah pns pusat gaji amp tunkin masih utuh yang hilang ya handphone merk lain,-40,negatif
1906154068495544510,2025-03-30T01:18:39.000Z,22,"gua mimpi kosan gua kena efisiensi anggaran dan ukurannya nyusut setengah, beneran kayak kover album suede yang Dog Man Star",1906154068495544510,,,in,,0,0,0,https://x.com/ecksveee/status/1906154068495544510,1091661499943215104,ecksveee,gua mimpi kosan gua kena efisiensi anggaran dan ukurannya nyusut setengah beneran kayak kover album suede yang Dog Man Star,gua mimpi kosan gua kena efisiensi anggaran dan ukurannya nyusut setengah beneran kayak kover album suede yang dog man star,saya mimpi kosan saya kena efisiensi anggaran dan ukurannya nyusut setengah benar seperti kover album suede yang dog man bintang,-23,negatif
1906115238438879389,2025-03-29T22:44:21.000Z,2,"R u ready indo????
Anggaran BMKG ikutan kena efisiensi loh
Itu nyang ngotot dwifungsi mo masuk BMKG juga??? Gak ada ceperannya sih ya??? Mana mauuuuuu",1906115238438879389,,,in,,0,0,0,https://x.com/Ayoe_Miauw/status/1906115238438879389,79481437,Ayoe_Miauw,R u ready indo Anggaran BMKG ikutan kena efisiensi loh Itu nyang ngotot dwifungsi mo masuk BMKG juga Gak ada ceperannya sih ya Mana mauuuuuu,r u ready indo anggaran bmkg ikutan kena efisiensi loh itu nyang ngotot dwifungsi mo masuk bmkg juga gak ada ceperannya sih ya mana mauuuuuu,r u siap indonesia anggaran bmkg ikutan kena efisiensi loh itu nyang ngotot dwifungsi mo masuk bmkg juga tidak ada ceperannya sih ya mana mauuuuuu,-18,negatif
1906084018329956858,2025-03-29T20:40:17.000Z,22,"https://t.co/qYVRFe82hT Menurut LPSE TNI AL, PT Juwita
Samudra Kencana memenangkan tender
Pengadaan Aplikasi Platform For Orchestrating
Social Tasks senilai hampir Rp95 miliar untuk
kontrak satu tahun, menjadikannya mitra TNI AL.

Namun, nama proyek yang ambigu menimbulkan https://t.co/sHiddPlIJe",1906084018329956858,https://pbs.twimg.com/ext_tw_video_thumb/1906083990446223360/pu/img/9Q90eRTQZDM6zGOr.jpg,,in,,0,2,15,https://x.com/neVerAl0nely___/status/1906084018329956858,1282751327588585473,neVerAl0nely___,Menurut LPSE TNI AL PT Juwita Samudra Kencana memenangkan tender Pengadaan Aplikasi Platform For Orchestrating Social Tasks senilai hampir Rp miliar untuk kontrak satu tahun menjadikannya mitra TNI AL Namun nama proyek yang ambigu menimbulkan,menurut lpse tni al pt juwita samudra kencana memenangkan tender pengadaan aplikasi platform for orchestrating social tasks senilai hampir rp miliar untuk kontrak satu tahun menjadikannya mitra tni al namun nama proyek yang ambigu menimbulkan,menurut lpse Tentara Nasional Indonesia Al perusahaan juwita samudra kencana memenangkan tender pengadaan aplikasi platform untuk orchestrating social tasks senilai hampir ribu miliar untuk kontrak satu tahun menjadikannya mitra Tentara Nasional Indonesia Al namun nama proyek yang ambigu menimbulkan,-14,negatif
1905958151914205578,2025-03-29T12:20:09.000Z,6,"[OPINI]
Sebagai rakyat kita harus berpikir rasional tentang maksud kebijakan ini. Efisiensi anggaran melalui Inpres Nomor 1 Tahun 2025 ini dimaksudkan untuk mengurangi anggaran yang mubazir sehingga dapat digunakan sepenuh-penuhnya untuk kesejahteraan masyarakat. Namun, melihat https://t.co/YWBUIYC4db",1905958151914205578,https://pbs.twimg.com/media/GnNS1ZZaYAAaXLr.jpg,,in,,0,0,0,https://x.com/Clapeyron_Media/status/1905958151914205578,1076149579228241920,Clapeyron_Media,OPINI Sebagai rakyat kita harus berpikir rasional tentang maksud kebijakan ini Efisiensi anggaran melalui Inpres Nomor Tahun ini dimaksudkan untuk mengurangi anggaran yang mubazir sehingga dapat digunakan sepenuh penuhnya untuk kesejahteraan masyarakat Namun melihat,opini sebagai rakyat kita harus berpikir rasional tentang maksud kebijakan ini efisiensi anggaran melalui inpres nomor tahun ini dimaksudkan untuk mengurangi anggaran yang mubazir sehingga dapat digunakan sepenuh penuhnya untuk kesejahteraan masyarakat namun melihat,pendapat sebagai rakyat kita harus berpikir rasional tentang maksud kebijakan ini efisiensi anggaran melalui inpres nomor tahun ini dimaksudkan untuk mengurangi anggaran yang mubazir sehingga dapat digunakan sepenuh penuhnya untuk kesejahteraan masyarakat namun melihat,-9,negatif
1905956662336458789,2025-03-29T12:14:13.000Z,2,"""Indonesia stands ready to provide all necessary support"" NEGARA LO AJA EFISIENSI ANGGARAN WOWOOOKKK",1905956662336458789,,,in,,0,0,0,https://x.com/gunndevil/status/1905956662336458789,1304267803180953600,gunndevil,Indonesia stands ready to provide all necessary support NEGARA LO AJA EFISIENSI ANGGARAN WOWOOOKKK,indonesia stands ready to provide all necessary support negara lo aja efisiensi anggaran wowoookkk,indonesia stands siap ke provide semua necessary dukung negara lo saja efisiensi anggaran wowoookkk,-1,negatif
1905944186597032179,2025-03-29T11:24:39.000Z,15,BNPB setelah efisiensi anggaran:,1905944186597032179,,,in,,0,1,2,https://x.com/lutfithe13th/status/1905944186597032179,6689892,lutfithe13th,BNPB setelah efisiensi anggaran,bnpb setelah efisiensi anggaran,bnpb setelah efisiensi anggaran,0,netral
1905550797376745916,2025-03-29T09:24:37.000Z,2,"@jijirnyinyir Lanjutkan aja muralnya, kan anggaran mereka banyak, gak kena efisiensi pula gak bakal habis buat beli cat tembok 😏",1905913978590773526,,,in,,0,0,0,https://x.com/C03C_C03C/status/1905913978590773526,93345658,C03C_C03C,Lanjutkan aja muralnya kan anggaran mereka banyak gak kena efisiensi pula gak bakal habis buat beli cat tembok,lanjutkan aja muralnya kan anggaran mereka banyak gak kena efisiensi pula gak bakal habis buat beli cat tembok,lanjutkan saja muralnya kan anggaran mereka banyak tidak kena efisiensi pula tidak bakal habis buat beli cat tembok,-24,negatif
1905911462801052083,2025-03-29T09:14:37.000Z,2,"One day one embarassing news (but not surprised) abt partjok 🤦‍♂️

Padahal anggaran gak kena efisiensi, bayar toefl/ielts dari prep sampe tesnya kok gak mampu. Kalah qlean sama pemburu beasiswa LN 😭🫵",1905911462801052083,,,in,,0,0,1,https://x.com/idhamf93/status/1905911462801052083,32830446,idhamf93,One day one embarassing news but not surprised abt partjok Padahal anggaran gak kena efisiensi bayar toefl ielts dari prep sampe tesnya kok gak mampu Kalah qlean sama pemburu beasiswa LN,one day one embarassing news but not surprised abt partjok padahal anggaran gak kena efisiensi bayar toefl ielts dari prep sampe tesnya kok gak mampu kalah qlean sama pemburu beasiswa ln,satu hari satu embarassing berita tapi tidak surprised abt partjok padahal anggaran tidak kena efisiensi bayar toefl belajar dari prep sampai tesnya kok tidak dapat kalah qlean sama pemburu beasiswa ini,-39,negatif
1905895011666870406,2025-03-29T08:09:15.000Z,1,"Pejabat diminta peka dengan kesulitan ekonomi yang dihadapi masyarakat saat merencanakan ""open house"" Lebaran. Ditambah lagi, ada kebijakan efisiensi anggaran. #Polhuk #AdadiKompas 

https://t.co/1vyjQh4hZV",1905895011666870406,,,in,,0,0,0,https://x.com/hariankompas/status/1905895011666870406,255866913,hariankompas,Pejabat diminta peka dengan kesulitan ekonomi yang dihadapi masyarakat saat merencanakan open house Lebaran Ditambah lagi ada kebijakan efisiensi anggaran,pejabat diminta peka dengan kesulitan ekonomi yang dihadapi masyarakat saat merencanakan open house lebaran ditambah lagi ada kebijakan efisiensi anggaran,pejabat diminta peka dengan kesulitan ekonomi yang dihadapi masyarakat saat merencanakan buka house lebaran ditambah lagi ada kebijakan efisiensi anggaran,-14,negatif
1905887054237434227,2025-03-29T07:37:38.000Z,1071,"Salah satu kanal berita ternama Prancis, @LesEchos, pada hari ini menerbitkan artikel yang menceritakan krisis kepercayaan politik dan ekonomi kepada pemerintah Prabowo

Poin yang dibahas: efisiensi anggaran dan makan siang gratis
https://t.co/qebH4N4kMy https://t.co/WYOZ835qe7",1905887054237434227,https://pbs.twimg.com/media/GnMSLQvWgAA3nOS.jpg,,in,,9,5,702,https://x.com/Trystanto2/status/1905887054237434227,1022101929244020736,Trystanto2,Salah satu kanal berita ternama Prancis pada hari ini menerbitkan artikel yang menceritakan krisis kepercayaan politik dan ekonomi kepada pemerintah Prabowo Poin yang dibahas efisiensi anggaran dan makan siang gratis,salah satu kanal berita ternama prancis pada hari ini menerbitkan artikel yang menceritakan krisis kepercayaan politik dan ekonomi kepada pemerintah prabowo poin yang dibahas efisiensi anggaran dan makan siang gratis,salah satu kanal berita ternama prancis pada hari ini menerbitkan artikel yang menceritakan krisis kepercayaan politik dan ekonomi kepada pemerintah prabowo poin yang dibahas efisiensi anggaran dan makan siang gratis,-26,negatif
1905868996433649834,2025-03-29T06:25:55.000Z,51,"Sering menggunakan kendaraan dalam kondisi overcapacity juga akan mempengaruhi efisiensi bahan bakar. Karena mesin harus bekerja lebih keras untuk mengangkut beban yang lebih berat dari seharusnya, konsumsi bahan bakar akan meningkat. Ini berarti Anda akan menghabiskan lebih",1905869006315393133,,ddonvl,in,,0,87,0,https://x.com/ddonvl/status/1905869006315393133,157360879,ddonvl,Sering menggunakan kendaraan dalam kondisi overcapacity juga akan mempengaruhi efisiensi bahan bakar Karena mesin harus bekerja lebih keras untuk mengangkut beban yang lebih berat dari seharusnya konsumsi bahan bakar akan meningkat Ini berarti Anda akan menghabiskan lebih,sering menggunakan kendaraan dalam kondisi overcapacity juga akan mempengaruhi efisiensi bahan bakar karena mesin harus bekerja lebih keras untuk mengangkut beban yang lebih berat dari seharusnya konsumsi bahan bakar akan meningkat ini berarti anda akan menghabiskan lebih,sering menggunakan kendaraan dalam kondisi overcapacity juga akan mempengaruhi efisiensi bahan bakar karena mesin harus bekerja lebih pekerja keras untuk mengangkut beban yang lebih berat dari seharusnya konsumsi bahan bakar akan meningkat ini berarti anda akan menghabiskan lebih,-25,negatif
1905864524478968094,2025-03-29T06:08:06.000Z,13,"Bukan Efisiensi Anggaran tapi Bangkrut🫢
#IndonesiaMakinGelap",1905864524478968094,,,in,,1,2,7,https://x.com/Syarman59/status/1905864524478968094,798901988909907968,Syarman59,Bukan Efisiensi Anggaran tapi Bangkrut,bukan efisiensi anggaran tapi bangkrut,bukan efisiensi anggaran tetapi bangkrut,-8,negatif
1905647785225130403,2025-03-28T23:39:12.000Z,17,"@football_garin Amrik aja lagi ""efisiensi"" anggaran kayak Prabski, mana bakal ngasih dana sana sini 🥱",1905766655764164705,,akunbolabola,in,,0,0,0,https://x.com/gentsemane/status/1905766655764164705,1648959325,gentsemane,Amrik aja lagi efisiensi anggaran kayak Prabski mana bakal ngasih dana sana sini,amrik aja lagi efisiensi anggaran kayak prabski mana bakal ngasih dana sana sini,amrik saja lagi efisiensi anggaran seperti prabski mana bakal memberi dana sana sini,-5,negatif
1905741694265389381,2025-03-28T22:00:01.000Z,73,"Okupansi hotel terus turun hingga menyamai masa pandemi yg hanya 20%; menurut perwakilan asosiasi hotel ini krn efisiensi anggaran pemerintah.

Kalau okupansi hotel mengandalkan booking pemerintah, lantas apa yg dikerjakan @KemenPariwisata selama ini??

https://t.co/PHXwvycuwz.",1905741694265389381,,,in,,5,7,41,https://x.com/FKP_Indonesia/status/1905741694265389381,950721219459862529,FKP_Indonesia,Okupansi hotel terus turun hingga menyamai masa pandemi yg hanya menurut perwakilan asosiasi hotel ini krn efisiensi anggaran pemerintah Kalau okupansi hotel mengandalkan booking pemerintah lantas apa yg dikerjakan selama ini,okupansi hotel terus turun hingga menyamai masa pandemi yg hanya menurut perwakilan asosiasi hotel ini krn efisiensi anggaran pemerintah kalau okupansi hotel mengandalkan booking pemerintah lantas apa yg dikerjakan selama ini,okupansi hotel terus turun hingga menyamai masa pandemi yang hanya menurut perwakilan asosiasi hotel ini karena efisiensi anggaran pemerintah kalau okupansi hotel mengandalkan booking pemerintah lantas apa yang dikerjakan selama ini,-23,negatif
