conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,lang,quote_count,reply_count,retweet_count
1904381034927669588,2025-03-25T04:36:55.000Z,10,"@prabowo Anggaran lagi
Duit negara lagi
Katanya efisiensi
Katanya defisit
Tapi terus aja bikin terobosan baru ngabis2in duit buat gaji org2 baru yg blm tentu berguna
Sediih njiir jadi rakyat Indon
😰",1904392023848935822,,in,0,1,3
1904379509551575235,2025-03-25T03:47:32.000Z,1,"Ketua BPK menegaskan bahwa LKPP bukan sekadar kumpulan angka, melainkan wujud pertanggungjawaban atas pengelolaan anggaran negara sesuai amanah konstitusi.  

""Penyerahan LKPP tepat waktu menjadi bukti komitmen pemerintah dalam menjaga akuntabilitas dan transparansi,"" ujarnya.",1904379598839640268,,in,0,1,0
1904238284240490887,2025-03-25T03:44:18.000Z,4,@MurtadhaOne1 Terimakasih untuk rakyat yang udah menolak efisiensi anggaran.,1904378786113900962,,in,0,0,0
1904260164158726598,2025-03-25T03:06:17.000Z,16,"@sorotanmediaid Negara yang mengeluarkan banyak duit rakyat dari hasil pajaknya untuk anggaran keamanan dan pertahanan,namun di keseharian rakyat jelata harus survive dari perilaku kriminalitas siang bolong di ruang publik, disaat yg sama, jelata hrs survive saat berurusan dg penegak hukum",1904369217820110955,,in,0,0,1
1904340811564916791,2025-03-25T01:55:38.000Z,41,"@KompasTV Ada2 aja sih pemerintahan bapak @prabowo ini, 
G beres, ngabisin anggaran negara aja,,,
Masih banyak pengangguran di republik ini, kenapa orang asing yg beri kerjaan, 
#TolakUUTNI",1904351439251734554,,in,0,0,4
1904163038384795806,2025-03-24T13:27:00.000Z,26,"Mulai dari efisensi anggaran.
Lanjut tangkepin koruptor.

Bikin program yang punya impact luas dan bisa menggerakkan ekonomi seperti makan anak sekolah dan pengadaan rumah.

Bentuk lembaga untuk konsolidasi aset negara untuk program strategis.",1904163038384795806,,in,1,3,10
1904142790914633813,2025-03-24T13:14:03.000Z,163,"@Heraloebss Org model gini mending di disposal aja deh, jangan sampe bereproduksi, nanti turunannya model ginian aja bikin defisit anggaran negara.",1904159780215947322,,in,0,4,0
1904152403420619066,2025-03-24T12:44:45.000Z,0,"Terdakwa sebagai kuasa pengguna anggaran terbukti tidak efisien dan tidak bertanggung jawab dalam penggunaan anggaran negara. #Polhuk #AdadiKompas 

https://t.co/Ns2OKwIaT8",1904152403420619066,,in,0,0,0
1904127435383472370,2025-03-24T11:05:32.000Z,19,"KLO DIHITUNG HITUNG
UANG NEGARA YANG DIGARONG OLEH BAJINGAN BANGSAT KEPARAT INI
HAMPIR DUA KALI LIPAT 
ANGGARAN BELANJA NEGARA 2025 SEBESAR RP 3.621,3 T 
JADI WAJARLAH NEGARA INI BANGKRUT !
DAN YANG LEBIH PARAHNYA
RAKYAT DIAM SAJA !
AYO REVOLUSI SEGERA !!
#AdiliJokowiHargaMati https://t.co/6pMWTNfECq",1904127435383472370,https://pbs.twimg.com/media/GmzRzxqbgAAFtZk.jpg,in,0,5,10
1904117304444563721,2025-03-24T10:25:16.000Z,32,"Anggaran publik utk kesejahteraan rakyat, bukan utk aparat kekerasan negara!

https://t.co/95NSm5g5Wb https://t.co/JrnfT1ML3q",1904117304444563721,https://pbs.twimg.com/amplify_video_thumb/1904117171678330880/img/tnO8RN3wCgshgasf.jpg,in,0,0,2
1903945721759633737,2025-03-24T07:20:21.000Z,3,"@Heraloebss @kamto_adi Itu sih asli kriminal.
Rumah dinas dirusak.  Malah perlu anggaran negara lagi buat perbaikan.",1904070766439927873,,in,0,0,0
1904066672534962400,2025-03-24T07:04:05.000Z,201,Negara lagi kejar defisit anggaran belanja negara https://t.co/1Bt393tfN6,1904066672534962400,https://pbs.twimg.com/ext_tw_video_thumb/1904066636040318976/pu/img/IlIjQ7K8SFsKHU3R.jpg,in,22,80,133
1904036572674302128,2025-03-24T05:04:28.000Z,5,"Negara hadir melalui #UangKita untuk meningkatkan target penerima manfaat makan bergizi gratis (MBG) dari 17,9 juta orang menjadi 82,9 juta orang dengan alokasi anggaran sebesar Rp171 triliun.

Penerima manfaat MBG telah mencapai 2.053.248 orang s.d. 12 Maret

Sumber: @kemenkeuri https://t.co/qvZYcd0rCB",1904036572674302128,https://pbs.twimg.com/media/Gmx_E8YbsAAJX1B.jpg,in,0,0,9
1904024332264784083,2025-03-24T04:15:50.000Z,12,"Ini aspirasi dari votermu pak @prabowo. Tolong efisiensi anggaran  @Kemenag_RI 100 persen, alihkan untuk pendidikan budi pekerti dan nasionalisme untuk anak-anak. Rakyat Indonesia harus berkiblat ke negara sendiri bukan ke negara gurun antah berantah.",1904024332264784083,,in,0,0,6
1904004146363253064,2025-03-24T02:55:37.000Z,3,"""Anjloknya Saham Perusahaan-perusahaan Milik Negara: Sinyal Buruk untuk Stabilitas Ekonomi""

Kondisi ekonomi dan perpolitikan di tanah air saat ini sangatlah memprihatinkan. Di tengah panasnya situasi akibat disahkannya RUU TNI, saham Indonesia anjlok lebih dari 7% sebagai akibat",1904004146363253064,,in,0,0,0
1903935006944415902,2025-03-24T02:44:10.000Z,9,"@ommi_siregar Pemerintahan wowo sudah kalap, bingung bgmn nutupi defisit anggaran (APBN). Negara wakanda bangkrut gk punya duit. 

Duit sitaan hasil korupsi  pada dikemanain tuh. Rezim korup wakanda diujung tanduk.",1904001262905139293,,in,0,1,2
1903985588879200591,2025-03-24T02:11:44.000Z,2,"@JukiHoki Pertama reformasi total TNI-Polri dg guidance Ex Gub Lemhanas. Ke2 Sahkan RUU Perampasan Asset, eksekusi sita asset koruptor baru &amp; berlaku surut utk
menaikkan alokasikan Anggaran Pendidikan &amp; Kesehatan, serta bayar cicilan bunga &amp; pokok hutang negara!
ke3 Bersih2 KPK &amp; Kejaksaan",1903993100185600340,,in,0,0,0
1903673136618619367,2025-03-24T01:44:50.000Z,1,"@IOS_GrizlyWolf Pantesan anggaran pendidikan dikorupsi / kena efisiensi agar daya kritis rakyat tumoul dan supaya bisa terus mengelabui rakyatnya dengan cara begini. Tiktok juga ikut berperan besar ""membodohi"" rakyat. Negara ini harus di-reset !",1903986330515984856,,in,0,0,0
1903957594076807558,2025-03-23T23:50:38.000Z,26,"Namanya Mariama, usianya 32 tahun. Dia bukan politisi, bukan pula pejabat tinggi. Ia seorang ibu tunggal dengan lima anak. Setiap hari, Mariama mempertaruhkan nyawanya demi sepotong roti. Dengan keberanian luar biasa, perempuan ini memanjat tali kapal di Pelabuhan Soekarno-Hatta https://t.co/Hf7M182J27",1903957594076807558,https://pbs.twimg.com/ext_tw_video_thumb/1903957528968564737/pu/img/Yl6kYiD74Hkx1TiI.jpg,in,0,9,16
1903811564698005623,2025-03-23T23:28:50.000Z,41,"@NenkMonica gapapa rusak aja rusak, biar jadi miskin ini negara, mereka tanpa rakyat bisa apa, seenaknya aja menikmati duit rakyat, mereka mereka, para babi babi, masih bisa make duit anggaran buat bikin fasilitas dan foya foya, makanya udah stop bayar pajak biar miskin negara ini.",1903952104957587517,,in,0,1,0
1903808936685543666,2025-03-23T22:30:24.000Z,2,@NalarPolitik_ Gimana lah pak @Divpropam mau ngelarang ormas mau minta THR wkwkwkwk kalau anggota sendiri minta pakai kop resmi yang pasti kertasnya dibeli pake anggaran negara 🥲🥲🥲,1903937401132831107,,in,0,0,0
